time,o,h,l,c,volume
2020-01-20T20:28:00.000000000Z,1.1094,1.1094,1.1093600000000001,1.10938,5
2020-01-20T20:29:00.000000000Z,1.1094,1.10942,1.1093899999999999,1.10941,6
2020-01-20T20:30:00.000000000Z,1.1094,1.1094,1.10935,1.10935,7
2020-01-20T20:31:00.000000000Z,1.10937,1.1094,1.1093600000000001,1.1094,10
2020-01-20T20:32:00.000000000Z,1.10941,1.10979,1.1094,1.1097,71
2020-01-20T20:33:00.000000000Z,1.10968,1.10976,1.10952,1.10972,52
2020-01-20T20:34:00.000000000Z,1.1097,1.1097,1.10962,1.10964,20
2020-01-20T20:35:00.000000000Z,1.10966,1.10978,1.10954,1.1097700000000001,55
2020-01-20T20:36:00.000000000Z,1.10976,1.1097700000000001,1.10974,1.1097700000000001,4
2020-01-20T20:37:00.000000000Z,1.10976,1.1097700000000001,1.10976,1.1097700000000001,4
2020-01-20T20:39:00.000000000Z,1.10978,1.10978,1.1097700000000001,1.1097700000000001,2
2020-01-20T20:40:00.000000000Z,1.10978,1.10978,1.1097700000000001,1.10978,3
2020-01-20T20:42:00.000000000Z,1.1097700000000001,1.10978,1.10976,1.10976,5
2020-01-20T20:43:00.000000000Z,1.10978,1.10978,1.10976,1.10978,3
2020-01-20T20:44:00.000000000Z,1.10976,1.10976,1.10974,1.10975,4
2020-01-20T20:45:00.000000000Z,1.1097299999999999,1.10976,1.10971,1.10976,11
2020-01-20T20:46:00.000000000Z,1.10978,1.10978,1.10976,1.10978,4
2020-01-20T20:47:00.000000000Z,1.1097700000000001,1.1097700000000001,1.10972,1.10976,10
2020-01-20T20:48:00.000000000Z,1.10974,1.1098,1.10974,1.1098,9
2020-01-20T20:49:00.000000000Z,1.10978,1.1098,1.10978,1.1098,2
2020-01-20T20:50:00.000000000Z,1.10978,1.10978,1.10975,1.10976,10
2020-01-20T20:51:00.000000000Z,1.10975,1.10978,1.10975,1.10978,15
2020-01-20T20:52:00.000000000Z,1.10976,1.10978,1.10976,1.1097700000000001,3
2020-01-20T20:53:00.000000000Z,1.10975,1.10978,1.10975,1.10976,6
2020-01-20T20:54:00.000000000Z,1.10978,1.10978,1.10978,1.10978,1
2020-01-20T20:55:00.000000000Z,1.10978,1.10978,1.10978,1.10978,6
2020-01-20T20:56:00.000000000Z,1.10976,1.1097700000000001,1.10968,1.10975,24
2020-01-20T20:57:00.000000000Z,1.1097299999999999,1.1097700000000001,1.10968,1.10974,118
2020-01-20T20:58:00.000000000Z,1.10976,1.10978,1.10975,1.10976,5
2020-01-20T20:59:00.000000000Z,1.10978,1.1098,1.10976,1.1097700000000001,6
2020-01-20T21:00:00.000000000Z,1.10976,1.10978,1.10974,1.10976,16
2020-01-20T21:01:00.000000000Z,1.10974,1.10974,1.10966,1.1096700000000002,6
2020-01-20T21:02:00.000000000Z,1.10966,1.10966,1.10964,1.10964,2
2020-01-20T21:03:00.000000000Z,1.10962,1.10969,1.1096,1.10968,8
2020-01-20T21:04:00.000000000Z,1.10969,1.1097,1.10969,1.10969,3
2020-01-20T21:05:00.000000000Z,1.1097,1.1097,1.10966,1.10969,6
2020-01-20T21:06:00.000000000Z,1.1096700000000002,1.10968,1.10958,1.10958,15
2020-01-20T21:07:00.000000000Z,1.1096,1.10962,1.1096,1.1096,3
2020-01-20T21:09:00.000000000Z,1.10962,1.1096700000000002,1.10958,1.1095899999999999,10
2020-01-20T21:12:00.000000000Z,1.1095700000000002,1.10966,1.1095700000000002,1.10964,13
2020-01-20T21:14:00.000000000Z,1.10963,1.10964,1.10963,1.10964,2
2020-01-20T21:15:00.000000000Z,1.10966,1.1097,1.10966,1.1097,3
2020-01-20T21:16:00.000000000Z,1.10971,1.10972,1.10964,1.1097,16
2020-01-20T21:17:00.000000000Z,1.10971,1.10972,1.10962,1.1097,16
2020-01-20T21:18:00.000000000Z,1.10968,1.10972,1.10962,1.10972,15
2020-01-20T21:20:00.000000000Z,1.1097299999999999,1.10974,1.10972,1.10974,3
2020-01-20T21:21:00.000000000Z,1.10972,1.10975,1.10972,1.10975,3
2020-01-20T21:22:00.000000000Z,1.10976,1.10976,1.10976,1.10976,1
2020-01-20T21:23:00.000000000Z,1.10974,1.10976,1.10974,1.10976,2
2020-01-20T21:24:00.000000000Z,1.10974,1.10974,1.1097299999999999,1.10974,3
2020-01-20T21:27:00.000000000Z,1.10976,1.10976,1.10974,1.10974,2
2020-01-20T21:30:00.000000000Z,1.1097299999999999,1.10975,1.1097299999999999,1.10974,8
2020-01-20T21:33:00.000000000Z,1.1097299999999999,1.10974,1.1097299999999999,1.10974,2
2020-01-20T21:35:00.000000000Z,1.10975,1.10975,1.10975,1.10975,1
2020-01-20T21:36:00.000000000Z,1.10976,1.10976,1.10974,1.10974,3
2020-01-20T21:39:00.000000000Z,1.1097299999999999,1.1097299999999999,1.1097299999999999,1.1097299999999999,1
2020-01-20T21:40:00.000000000Z,1.10974,1.10976,1.1097299999999999,1.10976,7
2020-01-20T21:42:00.000000000Z,1.10975,1.10975,1.1097299999999999,1.10975,17
2020-01-20T21:43:00.000000000Z,1.10974,1.10976,1.10974,1.10976,3
2020-01-20T21:47:00.000000000Z,1.10978,1.10978,1.10962,1.10964,10
2020-01-20T21:48:00.000000000Z,1.10963,1.10965,1.10958,1.10964,11
2020-01-20T21:49:00.000000000Z,1.10966,1.10966,1.10955,1.10955,6
2020-01-20T21:50:00.000000000Z,1.1095700000000002,1.1095700000000002,1.1095700000000002,1.1095700000000002,1
2020-01-20T21:51:00.000000000Z,1.1095899999999999,1.10962,1.1095899999999999,1.10962,2
2020-01-20T21:52:00.000000000Z,1.10964,1.10972,1.10961,1.10961,15
2020-01-20T21:53:00.000000000Z,1.10962,1.10962,1.10961,1.10961,12
2020-01-20T21:54:00.000000000Z,1.10962,1.10972,1.10962,1.10972,10
2020-01-20T21:55:00.000000000Z,1.1097,1.1097,1.10968,1.10968,6
2020-01-20T21:56:00.000000000Z,1.10966,1.10966,1.10956,1.1095700000000002,8
2020-01-20T21:57:00.000000000Z,1.10954,1.10954,1.10954,1.10954,1
2020-01-20T21:58:00.000000000Z,1.10952,1.10952,1.10952,1.10952,1
2020-01-20T21:59:00.000000000Z,1.1095,1.1095,1.1095,1.1095,1
2020-01-20T22:00:00.000000000Z,1.10945,1.10945,1.10945,1.10945,1
2020-01-20T22:01:00.000000000Z,1.10948,1.10948,1.10948,1.10948,1
2020-01-20T22:02:00.000000000Z,1.10948,1.1094899999999999,1.10948,1.1094899999999999,2
2020-01-20T22:05:00.000000000Z,1.10952,1.1096,1.10952,1.1096,3
2020-01-20T22:06:00.000000000Z,1.10964,1.10964,1.10964,1.10964,1
2020-01-20T22:17:00.000000000Z,1.1096700000000002,1.1096700000000002,1.1096700000000002,1.1096700000000002,1
2020-01-20T22:18:00.000000000Z,1.10964,1.10971,1.10964,1.10968,4
2020-01-20T22:28:00.000000000Z,1.10966,1.10966,1.10966,1.10966,1
2020-01-20T22:30:00.000000000Z,1.10963,1.10963,1.10963,1.10963,1
2020-01-20T22:31:00.000000000Z,1.1096,1.10964,1.1096,1.10961,6
2020-01-20T22:32:00.000000000Z,1.10964,1.10964,1.10961,1.10964,3
2020-01-20T22:34:00.000000000Z,1.10966,1.10966,1.10966,1.10966,1
2020-01-20T22:35:00.000000000Z,1.10968,1.10972,1.1096,1.10972,10
2020-01-20T22:36:00.000000000Z,1.10974,1.10974,1.10972,1.10972,2
2020-01-20T22:37:00.000000000Z,1.10974,1.1098,1.10974,1.1097700000000001,4
2020-01-20T22:38:00.000000000Z,1.10975,1.10975,1.10975,1.10975,1
2020-01-20T22:39:00.000000000Z,1.10972,1.10974,1.10968,1.10974,10
2020-01-20T22:43:00.000000000Z,1.10976,1.10976,1.10974,1.10974,2
2020-01-20T22:44:00.000000000Z,1.10971,1.10971,1.10968,1.10968,2
2020-01-20T22:45:00.000000000Z,1.10971,1.10974,1.10971,1.10974,2
2020-01-20T22:49:00.000000000Z,1.10976,1.10976,1.10974,1.10976,3
2020-01-20T22:53:00.000000000Z,1.10974,1.10974,1.10972,1.10972,2
2020-01-20T22:54:00.000000000Z,1.10974,1.10974,1.10974,1.10974,1
